postcode,latitude,longitude,region,month,temperature_c,humidity_pct,wind_speed_kmh,drought_factor,days_since_rain,rainfall_mm,vegetation_density,elevation_m,ffdi,frp_nearby,risk_score,risk_label
4380,-28.65950386236083,151.9776065474564,Stanthorpe,9,15.56,50.56,44.18,5.14,27.2,0.0,0.754,548.8,5.33,0.0,22.13,Low
2000,-33.83778057732309,151.21868846009787,Sydney CBD,4,9.07,70.42,33.47,4.12,3.7,4.62,0.266,389.6,1.35,0.0,7.6,Low
3000,-37.768850570399835,144.9620770920282,Melbourne CBD,4,9.34,98.53,15.83,5.25,16.4,0.0,0.116,425.1,0.43,0.0,5.64,Low
6076,-31.94579610451352,116.13353982344591,Mundaring,12,29.06,29.0,36.26,10.0,30.9,0.0,0.484,718.8,28.39,27.89,67.4,High
2480,-28.819598787907037,153.26448427461995,Lismore,8,16.6,57.59,29.7,3.6,24.5,0.0,0.424,585.1,2.17,0.0,18.92,Low
2480,-28.891980406539943,153.3299801892651,Lismore,10,15.46,73.35,25.89,4.97,9.5,0.0,0.178,627.8,1.53,0.0,14.71,Low
3820,-38.140164779095855,146.05364257453104,Traralgon,1,35.96,25.7,30.3,9.88,10.2,0.0,0.509,517.2,34.52,0.0,63.22,High
4000,-27.539088459428385,152.9613591106367,Brisbane CBD,2,21.2,33.04,14.14,10.0,13.3,0.0,0.184,283.2,11.28,0.0,33.13,Moderate
3820,-38.22513003459605,145.96632301760513,Traralgon,6,15.13,24.88,24.15,5.44,25.1,0.0,0.637,481.7,8.44,0.0,22.05,Low
3820,-38.24889655961372,145.9698599647318,Traralgon,1,32.12,20.44,20.78,10.0,30.5,0.0,0.544,440.8,29.45,0.0,64.59,High
3820,-38.10378271444025,145.94818354015808,Traralgon,11,26.16,55.86,28.13,10.0,7.8,0.0,0.099,267.8,8.42,0.0,30.44,Moderate
4570,-26.241337930951442,152.73416966980116,Gympie,12,26.73,25.03,35.59,10.0,2.3,14.67,0.541,607.3,29.62,0.0,56.62,High
0800,-12.456146069430925,130.89278471244415,Darwin,3,13.73,27.76,28.8,4.84,57.4,0.0,0.31,414.5,7.25,0.0,39.64,Moderate
3820,-38.06235559774356,146.0621204653948,Traralgon,6,15.34,77.32,20.05,5.36,9.0,0.0,0.322,473.9,1.25,17.59,13.48,Low
4570,-26.221461688169374,152.8057054607884,Gympie,9,16.31,50.56,30.4,5.49,21.5,0.0,0.683,562.4,4.23,0.0,19.4,Low
2650,-35.13673019272651,147.39828164509433,Wagga Wagga,1,29.5,23.79,33.93,10.0,33.7,0.0,0.57,513.4,32.66,0.0,67.17,High
7000,-42.82016864395864,147.30136864986522,Hobart,10,15.44,99.73,30.38,5.39,35.3,0.0,0.376,419.9,0.74,0.0,12.37,Low
7000,-42.86695046339038,147.40122900356334,Hobart,6,12.7,79.35,27.84,5.44,8.2,0.0,0.168,341.1,1.29,0.0,9.52,Low
3000,-37.72290994762815,144.9402377837286,Melbourne CBD,6,11.24,70.89,24.34,4.65,19.1,0.0,0.109,406.9,1.3,0.0,8.73,Low
5153,-35.047165268025374,138.68778361613178,Cherry Gardens,12,32.34,19.21,32.79,10.0,20.2,0.0,0.261,575.9,41.0,20.85,69.59,High
2480,-28.789207260092496,153.26821445838075,Lismore,7,14.95,32.77,31.46,6.16,0.9,0.92,0.208,557.2,8.57,0.0,18.54,Low
4380,-28.692488243451642,151.97516483319737,Stanthorpe,11,25.44,32.41,36.25,10.0,37.4,0.0,0.671,509.9,22.33,0.0,50.67,High
2480,-28.739967652155844,153.26993995371947,Lismore,4,13.91,54.47,42.9,4.89,77.4,0.0,0.402,618.9,4.08,0.0,25.88,Moderate
2580,-34.69567599385548,149.74228799256085,Goulburn,10,11.69,47.33,27.99,4.55,13.1,0.0,0.166,552.9,3.18,0.0,16.85,Low
5000,-34.85424390896173,138.51120251505998,Adelaide CBD,4,11.64,80.15,27.02,3.69,2.3,5.38,0.046,295.0,0.81,0.0,6.99,Low
6000,-31.9040104337975,115.80521040504665,Perth CBD,4,15.27,87.75,18.2,3.9,9.9,0.0,0.123,387.9,0.61,0.0,7.72,Low
4000,-27.45849296743664,153.01243129610162,Brisbane CBD,4,9.4,69.67,31.03,3.43,6.2,0.52,0.218,352.4,1.1,0.0,8.71,Low
2580,-34.817325834401274,149.73483702323773,Goulburn,2,29.89,29.55,39.18,10.0,43.3,0.0,0.143,554.9,30.68,0.0,67.34,High
4380,-28.658799890138635,151.99737496232893,Stanthorpe,8,15.87,58.49,37.57,4.8,58.2,0.0,0.055,650.7,3.28,0.0,22.0,Low
2650,-35.101318427916794,147.4637354401305,Wagga Wagga,2,21.98,33.98,23.91,8.64,36.4,0.0,0.752,289.7,12.21,0.0,53.65,High
2650,-35.176594318926625,147.323908817184,Wagga Wagga,10,17.46,71.09,25.67,6.82,1.0,0.01,0.293,551.8,2.4,0.0,13.73,Low
6000,-31.903801428606418,115.76556381420447,Perth CBD,10,11.97,97.43,40.24,5.58,18.1,0.0,0.444,228.5,0.93,0.0,9.68,Low
4000,-27.48912644291895,153.04338496864614,Brisbane CBD,10,11.33,84.89,22.98,3.21,7.0,0.0,0.266,499.3,0.54,0.0,7.7,Low
0800,-12.440305825201207,130.8915617452537,Darwin,7,12.25,51.72,31.44,5.26,5.3,3.9,0.051,526.8,3.48,0.0,13.44,Low
4380,-28.672711208590812,151.9624093011671,Stanthorpe,6,11.82,54.73,40.26,7.41,6.6,0.63,0.261,664.2,5.33,0.0,16.99,Low
4380,-28.684330226592408,151.89771553442768,Stanthorpe,2,28.79,33.03,41.55,9.22,4.5,4.35,0.652,747.8,25.57,0.0,58.12,High
3820,-38.08257588528082,146.09503245208612,Traralgon,2,26.91,35.72,41.79,10.0,19.1,0.0,0.343,696.8,23.83,0.0,55.34,High
6000,-32.00439465060546,115.82578789097424,Perth CBD,6,12.59,58.03,28.9,5.0,29.6,0.0,0.431,302.6,2.54,0.0,13.72,Low
0800,-12.453651545996012,130.86460020270516,Darwin,7,11.84,82.85,30.3,3.98,4.8,3.84,0.288,306.2,0.87,0.0,11.28,Low
2630,-36.412975519979476,148.19783658956803,Jindabyne,2,29.56,20.84,29.7,10.0,9.2,0.0,0.683,718.5,32.82,0.0,68.8,High
4000,-27.44597436881173,153.09118205350185,Brisbane CBD,6,15.85,70.83,21.41,4.35,2.8,11.2,0.22,201.1,1.33,0.0,8.82,Low
2650,-35.12513242867253,147.43818036476,Wagga Wagga,11,20.31,37.95,39.23,8.67,6.5,2.4,0.7,436.4,14.44,37.41,37.84,Moderate
2630,-36.406326810698275,148.37759449438056,Cooma,2,33.47,22.99,54.4,9.18,59.7,0.0,0.416,669.9,56.95,0.0,93.05,Extreme
3737,-36.75435835915145,146.8191195459924,Bright VIC,12,30.95,27.1,26.77,10.0,57.2,0.0,0.286,491.1,25.87,0.15,71.14,High
5153,-35.07562309255874,138.72921373375524,Cherry Gardens,9,17.1,66.5,31.72,7.04,72.6,0.0,0.509,596.5,3.3,0.0,24.64,Low
7000,-42.89386208151163,147.3549224503942,Hobart,12,35.03,27.82,33.65,7.33,23.6,0.0,0.407,318.4,25.06,0.0,53.78,High
6076,-31.83314334524002,116.17000678555662,Mundaring,1,32.48,7.75,43.96,10.0,13.0,0.0,0.204,685.1,79.44,0.0,92.6,Extreme
5153,-35.01418654005351,138.8643010123139,Cherry Gardens,7,14.47,68.46,35.74,5.54,42.9,0.0,0.276,469.1,2.45,0.0,19.81,Low
7140,-42.6904102628995,146.496277263965,Hamilton TAS,4,13.58,38.16,34.48,4.04,6.3,2.03,0.329,646.9,4.81,0.0,17.19,Low
5153,-35.108514974804706,138.77699603801233,Cherry Gardens,3,24.91,29.48,21.78,9.67,7.4,0.0,0.608,725.5,16.74,9.27,41.08,Moderate
4570,-26.210343131047,152.60660681656495,Gympie,8,14.46,56.16,47.57,6.49,58.5,0.0,0.112,495.0,5.77,0.0,22.19,Low
4000,-27.431237900406796,153.03621382712396,Brisbane CBD,3,20.25,55.15,32.28,6.8,66.2,0.0,0.287,479.9,5.32,0.0,33.66,Moderate
3737,-36.81911847168213,146.92129261166156,Bright VIC,5,14.95,61.98,38.69,5.4,33.9,0.0,0.686,765.5,3.26,0.0,22.09,Low
3444,-37.00805215928936,144.53457559492355,Kyneton,1,23.0,24.37,21.85,10.0,18.5,0.0,0.565,382.2,19.37,0.0,55.37,High
2580,-34.77691185650374,149.70066033310712,Goulburn,2,28.5,20.92,40.22,10.0,50.7,0.0,0.134,528.2,40.38,0.0,75.17,Extreme
7000,-42.89535960546902,147.3276010033041,Hobart,5,12.38,57.49,31.82,6.7,35.1,0.0,0.062,308.6,3.67,0.0,14.54,Low
3444,-37.082959314893024,144.53364935657814,Kyneton,9,17.01,59.1,39.16,7.45,22.6,0.0,0.604,671.3,5.35,0.0,20.46,Low
5000,-34.86184758393616,138.53767190169202,Adelaide CBD,6,13.43,100.0,33.9,6.41,17.8,0.0,0.147,586.1,0.88,0.0,8.35,Low
7140,-42.69293822059362,146.46514737565823,Hamilton TAS,7,10.85,68.87,20.59,5.18,46.0,0.0,0.554,509.2,1.4,0.53,18.61,Low
5153,-35.057804973343835,138.73764782758508,Cherry Gardens,6,10.6,69.24,33.05,7.32,9.1,0.0,0.265,609.0,2.59,0.0,15.12,Low
0800,-12.423297239749838,130.83951904607522,Darwin,10,16.7,57.15,3.08,4.48,9.9,0.0,0.291,338.3,1.47,0.0,13.35,Low
6076,-31.945590505690348,116.02046175015319,Mundaring,4,13.19,35.4,30.19,4.79,6.2,11.82,0.283,691.7,5.59,0.0,19.25,Low
0800,-12.503221515683677,130.8746387884854,Darwin,10,14.43,59.17,32.79,4.71,1.7,5.35,0.498,436.9,2.68,0.0,14.24,Low
2580,-34.76641604713453,149.71749597005717,Goulburn,2,27.71,20.41,28.48,10.0,20.5,0.0,0.643,578.8,30.4,76.08,64.92,High
3000,-37.74014947225068,144.97652640864527,Melbourne CBD,8,14.22,100.0,26.16,4.26,20.2,0.0,0.104,361.4,0.5,0.0,7.11,Low
2650,-35.1877824651634,147.37414324209345,Wagga Wagga,3,19.66,27.62,25.19,7.85,27.2,0.0,0.485,610.7,13.17,0.0,40.17,Moderate
6076,-31.883465338667154,116.03953756227692,Mundaring,2,35.43,33.51,34.99,10.0,8.2,0.0,0.236,593.1,29.25,0.0,61.51,High
2630,-36.33023663567503,148.42104335166596,Cooma,10,14.79,66.97,40.17,6.53,6.2,0.3,0.218,898.2,3.4,0.0,16.95,Low
2630,-36.43758707291192,148.2621348637229,Jindabyne,8,15.8,38.63,41.05,4.13,4.9,2.78,0.571,845.1,6.07,3.01,21.91,Low
4570,-26.294233246768748,152.65459181824053,Gympie,1,27.53,21.93,54.62,10.0,37.0,0.0,0.417,540.5,52.86,46.85,79.07,Extreme
4000,-27.414208550008556,153.05219351551855,Brisbane CBD,1,23.95,38.52,40.96,6.94,33.3,0.0,0.303,218.8,13.39,0.0,42.67,Moderate
4380,-28.689721055842607,152.02985629083125,Stanthorpe,6,14.61,39.13,21.21,5.41,27.6,0.0,0.459,439.5,4.71,0.0,20.65,Low
4000,-27.499733649358106,152.99887157904894,Brisbane CBD,3,20.78,41.62,28.3,9.47,9.0,0.0,0.255,460.5,10.92,0.0,25.83,Moderate
4380,-28.66329276477234,151.95033388142696,Stanthorpe,6,11.23,71.84,34.41,6.24,4.9,5.68,0.18,531.1,2.13,0.0,14.18,Low
3444,-36.979124447082384,144.54014284733293,Kyneton,8,14.64,40.28,29.67,6.59,2.2,0.62,0.665,701.1,6.71,0.0,19.19,Low
4000,-27.42047165862786,152.97609391481973,Brisbane CBD,4,13.36,90.32,25.0,6.44,3.2,3.94,0.313,213.2,1.0,4.47,7.53,Low
2650,-35.1287785604592,147.37514977998808,Wagga Wagga,7,12.21,50.94,29.12,3.84,9.9,0.0,0.343,525.3,2.48,0.0,15.75,Low
2480,-28.789844428766575,153.2276233280929,Lismore,11,20.9,36.06,34.95,10.0,28.4,0.0,0.345,572.3,16.38,0.0,42.75,Moderate
2630,-36.36036049988284,148.18303713140938,Jindabyne,3,28.76,23.53,63.07,8.38,17.4,0.0,0.927,405.7,53.37,7.74,68.76,High
3000,-37.86989414459556,144.89190108353858,Melbourne CBD,11,11.4,34.21,31.92,7.06,19.5,0.0,0.395,253.4,8.37,0.0,24.72,Low
0800,-12.485215998448963,130.7870982370571,Darwin,8,18.77,64.52,34.23,7.52,42.5,0.0,0.225,438.6,4.24,0.0,18.75,Low
2580,-34.81697589617825,149.74933247851692,Goulburn,1,37.44,37.59,31.16,10.0,19.9,0.0,0.592,560.7,24.87,0.0,62.2,High
0800,-12.508261133497106,130.78433543401678,Darwin,2,29.49,24.87,26.98,10.0,24.2,0.0,0.224,456.1,26.73,0.0,56.03,High
5000,-34.94411949958196,138.51690146311427,Adelaide CBD,12,27.46,29.88,22.55,8.54,8.8,0.0,0.214,91.2,16.19,0.0,38.02,Moderate
7000,-42.79708688196956,147.48728807933625,Hobart,5,15.82,72.3,11.39,4.8,4.6,7.11,0.409,463.6,1.1,0.0,10.13,Low
7140,-42.731179938907985,146.56863730916515,Hamilton TAS,3,30.04,41.55,31.49,10.0,8.5,0.0,0.277,636.9,17.02,0.0,38.19,Moderate
2630,-36.44329879669096,148.29843600571013,Jindabyne,1,33.31,26.73,30.92,10.0,3.8,8.45,0.713,656.2,31.28,0.0,67.27,High
3444,-36.990223665416295,144.5659272006111,Kyneton,4,16.3,68.67,22.39,5.02,16.1,0.0,0.336,521.0,1.72,0.0,16.38,Low
6076,-31.88229064401483,116.15777317220163,Mundaring,12,29.39,17.96,48.97,10.0,1.0,15.75,0.314,718.5,56.57,0.0,76.39,Extreme
2480,-28.79673871586532,153.3637416985108,Lismore,11,24.46,34.65,41.82,10.0,29.3,0.0,0.339,729.3,22.78,0.0,47.15,Moderate
2630,-36.322695843504185,148.46709345093493,Cooma,10,12.49,49.02,33.16,5.99,15.1,0.0,0.202,602.9,4.56,0.0,18.82,Low
5153,-35.02804341206572,138.76689989830246,Cherry Gardens,4,15.19,46.5,40.95,8.43,6.1,0.91,0.589,369.9,9.15,0.0,20.12,Low
2000,-33.870947388603014,151.17850640763643,Sydney CBD,1,24.14,51.03,35.32,9.04,3.4,1.32,0.418,346.2,9.95,0.0,29.66,Moderate
2000,-33.844056155806804,151.2678942455792,Sydney CBD,3,14.32,49.06,9.79,9.06,0.5,2.79,0.503,154.2,4.22,0.0,17.12,Low
2000,-33.889946484749984,151.25498896016632,Sydney CBD,12,25.01,46.58,36.19,8.85,0.2,5.86,0.259,444.8,11.94,0.0,29.74,Moderate
2580,-34.71942142248501,149.76483987413027,Goulburn,5,11.35,50.0,47.02,6.09,36.9,0.0,0.448,524.2,5.97,81.02,21.9,Low
2630,-36.330135717041976,148.4505913013228,Cooma,8,18.91,60.48,45.17,5.94,31.0,0.0,0.458,556.3,5.01,0.0,22.34,Low
2630,-36.409708639478765,148.26220129787808,Jindabyne,9,16.07,55.98,47.0,7.03,41.1,0.0,0.399,690.9,6.55,0.0,24.73,Low
6000,-31.995160296156417,115.87508633321103,Perth CBD,2,24.15,45.76,13.08,8.9,15.1,0.0,0.105,480.3,6.99,0.0,29.65,Moderate
3444,-37.016860630673584,144.63278259592602,Kyneton,4,17.68,100.0,38.13,5.84,1.6,7.78,0.189,625.1,1.02,0.0,12.69,Low
7140,-42.63068833023622,146.5565028299106,Hamilton TAS,5,17.2,70.88,34.74,5.72,4.8,15.09,0.572,615.8,2.49,15.82,15.54,Low
5000,-34.91847146791167,138.58947871362204,Adelaide CBD,2,21.21,44.32,20.44,8.07,25.3,0.0,0.379,357.7,7.17,0.0,34.34,Moderate
5153,-35.04430323275174,138.77643124821833,Cherry Gardens,5,18.53,34.25,30.65,6.12,120.0,0.0,0.356,614.9,8.97,0.0,33.44,Moderate
4380,-28.681949252703333,151.88598664701095,Stanthorpe,12,37.07,23.96,42.08,10.0,87.0,0.0,0.48,583.5,50.75,10.39,94.69,Extreme
6076,-31.88757274474405,116.0982713887257,Mundaring,12,29.65,28.74,37.48,10.0,12.9,0.0,0.2,660.2,30.06,14.85,61.97,High
3444,-37.012372884146764,144.43492698065927,Kyneton,7,13.84,68.61,30.26,7.35,6.0,0.84,0.539,690.6,2.77,0.0,16.15,Low
2480,-28.778722146256523,153.22873247817088,Lismore,12,31.11,34.51,36.97,10.0,1.5,3.35,0.269,541.1,25.58,0.0,54.58,High
7140,-42.5886218373963,146.38833484671974,Hamilton TAS,6,15.08,64.58,15.42,7.17,4.2,4.16,0.499,561.4,2.29,0.0,14.45,Low
3820,-38.085171682827124,145.93606320725902,Traralgon,8,14.17,49.74,30.49,7.38,3.6,21.01,0.384,545.1,5.43,0.0,16.31,Low
4000,-27.510690682096445,153.02902340709156,Brisbane CBD,1,19.68,33.5,20.16,7.22,8.7,0.0,0.375,500.8,8.81,0.0,32.13,Moderate
2630,-36.36376683032962,148.4936070201213,Cooma,11,23.85,53.62,33.17,10.0,8.2,0.0,0.471,806.3,9.47,0.0,36.87,Moderate
3737,-36.833948478248374,146.94002250195646,Bright VIC,4,17.45,46.86,39.98,8.13,17.6,0.0,0.598,474.8,9.21,0.0,22.82,Low
4000,-27.43083648915316,152.98792921049883,Brisbane CBD,5,10.43,85.32,30.79,6.45,2.9,1.6,0.509,455.3,1.24,0.0,8.41,Low
3000,-37.862461162502356,144.9942287362518,Melbourne CBD,7,13.46,98.0,25.31,1.78,9.4,0.0,0.325,530.6,0.22,0.0,6.55,Low
5153,-35.04942160500317,138.7438691638417,Cherry Gardens,10,14.75,30.44,24.57,5.47,5.4,12.52,0.309,510.0,6.99,0.0,18.87,Low
3737,-36.74731765118299,146.87505765870108,Bright VIC,4,14.21,48.07,28.46,6.42,9.6,0.0,0.445,661.9,4.79,0.0,19.2,Low
5153,-35.11900097771066,138.70963955652036,Cherry Gardens,3,27.3,42.41,26.59,7.83,3.2,12.75,0.676,714.9,10.55,0.0,37.45,Moderate
5153,-35.062449785058284,138.80791378675983,Cherry Gardens,3,20.25,33.29,36.6,10.0,23.5,0.0,0.314,603.2,18.33,0.0,42.7,Moderate
4000,-27.48572218951488,153.08627501098607,Brisbane CBD,4,8.44,86.62,44.82,4.87,10.9,0.0,0.223,470.3,1.16,0.0,8.57,Low
5153,-35.07653293311882,138.8149295548418,Cherry Gardens,11,20.26,13.46,26.41,10.0,114.1,0.0,0.403,729.4,28.62,0.0,67.3,High
6000,-31.994435517530334,115.90513719277594,Perth CBD,1,28.51,40.79,22.72,7.23,55.9,0.0,0.056,489.7,9.81,0.0,43.96,Moderate
0800,-12.381043220187006,130.7641458662817,Darwin,11,23.72,40.26,22.18,8.26,9.7,0.0,0.462,428.2,9.57,0.0,32.5,Moderate
4570,-26.208384056172964,152.6167473784958,Gympie,7,14.75,71.2,30.32,4.69,21.1,0.0,0.58,576.7,1.68,0.0,16.7,Low
3737,-36.77789639197476,146.93115412778513,Bright VIC,6,16.23,5.0,40.03,4.26,15.2,0.0,0.153,509.6,19.81,0.0,26.33,Moderate
4570,-26.173634836341222,152.69822210604985,Gympie,5,11.96,58.78,37.97,3.92,11.6,0.0,0.414,542.3,2.35,0.0,15.97,Low
7140,-42.612163756580365,146.60100562425345,Hamilton TAS,4,13.03,39.57,37.52,6.05,8.3,0.0,0.668,443.1,7.2,0.0,19.15,Low
3000,-37.87551019207694,144.9428402975868,Melbourne CBD,7,11.2,97.73,24.34,4.67,1.6,5.86,0.08,313.2,0.52,0.0,4.5,Low
3444,-37.0047178978372,144.52598542205152,Kyneton,1,34.29,22.77,32.18,10.0,31.7,0.0,0.067,579.0,38.17,40.6,69.52,High
4570,-26.215967065544056,152.66036414935252,Gympie,8,12.9,42.49,33.08,5.57,3.2,0.87,0.29,449.5,5.38,0.0,16.37,Low
3737,-36.64365632983302,146.9139532814635,Bright VIC,4,15.28,55.16,34.18,7.07,39.6,0.0,0.752,708.3,4.89,0.0,23.71,Low
4380,-28.702675708062365,152.00866881959396,Stanthorpe,6,15.01,45.01,27.51,9.32,57.5,0.0,0.541,639.3,7.73,0.0,25.09,Moderate
2630,-36.384744465735146,148.4812802959959,Cooma,3,34.97,31.73,22.27,6.69,1.0,2.84,0.123,645.0,15.3,0.0,40.38,Moderate
7000,-42.87638754328819,147.30189188290328,Hobart,3,15.49,40.46,19.27,6.93,6.5,2.65,0.47,423.4,5.66,0.0,24.35,Low
6000,-31.89272665067203,115.86603042738068,Perth CBD,12,28.13,29.46,17.0,10.0,5.9,23.27,0.484,451.4,17.25,0.0,39.63,Moderate
5000,-34.957526698410035,138.56916349450216,Adelaide CBD,1,28.18,45.52,19.51,5.83,0.7,5.74,0.196,379.8,6.18,0.0,28.21,Moderate
2480,-28.846319543255536,153.3416487117457,Lismore,11,26.18,56.22,42.8,9.97,45.3,0.0,0.638,656.8,11.71,29.67,45.42,Moderate
4380,-28.620781825547688,151.8919342304116,Stanthorpe,11,20.84,31.04,40.21,10.0,27.6,0.0,0.584,567.6,21.98,0.0,47.35,Moderate
3444,-37.11625927183311,144.56026051893582,Kyneton,2,22.83,20.91,42.77,10.0,35.9,0.0,0.658,544.4,35.4,3.29,71.25,High
2580,-34.767995554678336,149.82155793565366,Goulburn,8,14.27,41.36,36.63,6.73,0.7,13.43,0.202,545.0,7.67,0.0,17.8,Low
3737,-36.73179943014288,146.94981991509283,Bright VIC,4,16.11,30.95,34.82,4.83,21.9,0.0,0.069,507.0,8.08,0.0,21.89,Low
2480,-28.836307208159806,153.2548564612419,Lismore,2,30.02,25.51,25.35,7.21,1.7,3.32,0.623,562.4,18.55,0.0,53.53,High
6000,-31.996272762404953,115.82794441729236,Perth CBD,10,11.79,69.4,14.19,4.81,4.5,5.11,0.421,285.7,1.14,0.0,8.86,Low
4000,-27.446660261287192,153.01656337032065,Brisbane CBD,8,15.24,74.81,19.45,4.44,14.6,0.0,0.215,549.7,1.11,0.0,9.66,Low
6000,-31.94461822192485,115.84884035235369,Perth CBD,8,9.93,94.27,23.44,2.7,19.5,0.0,0.428,379.6,0.32,0.0,8.82,Low
3000,-37.8195492904239,144.94114933585067,Melbourne CBD,7,10.28,88.88,17.08,3.44,13.4,0.0,0.447,345.7,0.43,0.0,7.31,Low
7000,-42.84396803843214,147.38714151697783,Hobart,9,14.82,66.55,43.06,5.49,11.8,0.0,0.171,484.3,3.11,0.0,12.27,Low
6076,-31.898571332752073,116.0846680530867,Mundaring,8,15.78,38.47,31.11,7.32,26.5,0.0,0.361,667.1,8.52,47.0,22.81,Low
2480,-28.810975197196097,153.31571397663342,Lismore,11,28.16,34.23,26.39,9.99,14.7,0.0,0.801,581.6,18.24,0.0,44.92,Moderate
7140,-42.73223472405473,146.4992254723151,Hamilton TAS,1,28.27,21.33,28.84,10.0,8.4,0.0,0.107,554.3,30.27,0.0,55.63,High
3000,-37.845665545014015,144.832148085084,Melbourne CBD,4,8.76,100.0,10.77,5.18,2.4,4.79,0.27,470.6,0.36,0.0,4.11,Low
2630,-36.371262171003394,148.47384652956052,Cooma,7,14.73,43.48,29.0,4.16,13.0,0.0,0.615,582.3,3.77,0.0,20.37,Low
2630,-36.4058341953968,148.4873362008121,Cooma,1,28.38,32.0,37.67,10.0,6.4,4.91,0.172,637.5,25.86,0.0,57.07,High
2630,-36.48493484676294,148.25906462523614,Jindabyne,9,15.46,57.99,31.7,8.59,38.4,0.0,0.592,694.8,5.1,0.0,23.83,Low
0800,-12.433974375168587,130.7658375841051,Darwin,5,17.17,74.66,40.07,5.38,0.7,1.56,0.256,579.0,2.33,0.0,12.83,Low
2650,-35.01837475104894,147.35719419997005,Wagga Wagga,1,32.17,29.55,27.4,10.0,85.2,0.0,0.193,414.3,25.15,0.0,72.64,High
2000,-33.81878848830364,151.24738545755235,Sydney CBD,8,9.98,92.25,14.93,4.83,18.3,0.0,0.404,383.8,0.5,0.0,7.37,Low
2630,-36.35089734821202,148.5832307015379,Cooma,4,15.26,67.17,44.22,6.6,22.8,0.0,0.432,701.5,3.81,0.0,19.97,Low
4000,-27.413138047955197,153.07622966473616,Brisbane CBD,10,8.07,83.35,19.76,2.24,21.6,0.0,0.116,439.0,0.33,0.0,8.31,Low
5000,-34.87109563157189,138.5437917007619,Adelaide CBD,6,11.34,92.7,17.32,5.6,5.1,5.89,0.354,270.9,0.63,0.0,7.02,Low
2580,-34.66468101096088,149.7225601955287,Goulburn,7,15.13,65.83,28.72,6.19,48.0,0.0,0.751,538.5,2.6,31.95,22.07,Low
3737,-36.76019670459974,146.99596035918594,Bright VIC,9,12.96,54.97,35.25,10.0,4.7,11.24,0.51,554.1,6.57,0.0,18.93,Low
5153,-35.06582037971573,138.81888490493463,Cherry Gardens,7,16.33,66.88,33.37,6.34,22.7,0.0,0.271,594.1,2.98,0.0,17.83,Low
5153,-35.128815631014966,138.7309649953992,Cherry Gardens,2,27.32,24.59,27.82,10.0,60.4,0.0,0.175,716.9,25.58,0.0,68.05,High
6000,-31.989189861243762,115.76849787736582,Perth CBD,5,13.75,74.57,31.52,4.5,6.4,5.22,0.51,351.5,1.43,0.0,10.14,Low
7000,-42.839226202265166,147.33452912131074,Hobart,4,12.9,81.13,33.05,3.63,8.0,0.0,0.564,398.9,0.93,0.0,10.93,Low
4380,-28.65446679327355,151.99560234210514,Stanthorpe,8,14.48,54.42,40.87,7.14,26.7,0.0,0.131,385.3,5.77,1.3,19.42,Low
0800,-12.473924653412954,130.84763508497093,Darwin,4,12.49,75.83,35.19,4.35,13.7,0.0,0.204,570.9,1.38,0.0,12.95,Low
4000,-27.456616848103778,153.0208383009436,Brisbane CBD,5,15.88,67.26,18.85,4.16,9.7,0.0,0.363,69.9,1.36,0.0,10.27,Low
2650,-35.02806355931646,147.3859717636461,Wagga Wagga,3,24.21,24.7,47.27,8.67,18.5,0.0,0.143,522.8,31.42,0.91,47.2,Moderate
2580,-34.73784754298266,149.7815676329809,Goulburn,9,15.57,55.5,41.4,7.74,20.3,0.0,0.019,404.7,6.31,0.0,18.53,Low
7140,-42.64379158558205,146.42310004212098,Hamilton TAS,4,14.21,46.68,41.99,5.56,10.1,0.0,0.648,439.1,5.98,0.0,18.85,Low
2630,-36.52672606657129,148.23879634454929,Jindabyne,10,17.98,44.2,41.83,5.28,6.4,2.69,0.611,593.7,7.01,29.29,22.41,Low
6076,-31.86353416347064,116.09683872303954,Mundaring,11,28.35,25.68,45.14,6.33,23.6,0.0,0.27,605.2,24.37,19.47,50.37,High
3737,-36.795696382307526,147.04770243747595,Bright VIC,11,32.77,20.86,17.76,10.0,119.2,0.0,0.422,659.8,27.64,85.1,71.39,High
2480,-28.81996143831241,153.27445553464122,Lismore,8,13.09,67.42,21.95,7.99,7.5,0.0,0.363,415.5,2.52,15.91,15.27,Low
2630,-36.426006793414906,148.3170070280026,Jindabyne,2,37.84,21.55,37.23,10.0,77.9,0.0,0.345,557.2,50.52,0.0,95.91,Extreme
2630,-36.475153591559284,148.1429703788079,Jindabyne,9,18.32,48.6,46.24,6.04,39.4,0.0,0.609,604.5,7.71,0.0,26.36,Moderate
2580,-34.688858764717196,149.71745999407835,Goulburn,5,16.72,43.82,27.31,3.34,12.4,0.0,0.459,641.7,3.08,2.01,18.72,Low
2630,-36.302533803609464,148.54690081409308,Cooma,11,24.68,22.04,23.67,7.87,3.2,0.08,0.512,441.1,18.3,4.0,43.11,Moderate
3000,-37.77173469270442,144.91311765982968,Melbourne CBD,4,11.3,79.63,19.98,4.8,1.3,1.33,0.33,479.5,0.9,0.0,6.52,Low
7140,-42.643462865608306,146.4273471688079,Hamilton TAS,10,16.77,67.73,29.22,3.13,60.2,0.0,0.381,408.6,1.33,0.0,20.96,Low
0800,-12.409340366302644,130.82772399412227,Darwin,10,12.73,70.52,25.72,3.96,17.5,0.0,0.127,594.4,1.22,0.0,13.08,Low
